903 Mbps
884 Mbps
967 Mbps
974 Mbps
966 Mbps
972 Mbps
972 Mbps
971 Mbps
972 Mbps
973 Mbps
960 Mbps
885 Mbps
969 Mbps
967 Mbps
973 Mbps
890 Mbps
890 Mbps
970 Mbps
972 Mbps
973 Mbps
896 Mbps
975 Mbps
973 Mbps
970 Mbps
896 Mbps
897 Mbps
904 Mbps
975 Mbps
903 Mbps
975 Mbps
973 Mbps
889 Mbps
972 Mbps
873 Mbps
971 Mbps
872 Mbps
902 Mbps
961 Mbps
974 Mbps
896 Mbps
974 Mbps
880 Mbps
967 Mbps
968 Mbps
893 Mbps
975 Mbps
972 Mbps
964 Mbps
972 Mbps
890 Mbps
969 Mbps
971 Mbps
975 Mbps
892 Mbps
888 Mbps
976 Mbps
974 Mbps
972 Mbps
967 Mbps
971 Mbps
892 Mbps
889 Mbps
973 Mbps
898 Mbps
885 Mbps
972 Mbps
885 Mbps
972 Mbps
975 Mbps
974 Mbps
967 Mbps
972 Mbps
966 Mbps
973 Mbps
889 Mbps
973 Mbps
868 Mbps
969 Mbps
974 Mbps
973 Mbps
887 Mbps
898 Mbps
968 Mbps
904 Mbps
968 Mbps
907 Mbps
964 Mbps
887 Mbps
975 Mbps
971 Mbps
972 Mbps
879 Mbps
971 Mbps
975 Mbps
966 Mbps
889 Mbps
882 Mbps
972 Mbps
897 Mbps
975 Mbps
