265 Mbps
249 Mbps
260 Mbps
245 Mbps
244 Mbps
244 Mbps
253 Mbps
252 Mbps
250 Mbps
256 Mbps
255 Mbps
262 Mbps
250 Mbps
259 Mbps
261 Mbps
254 Mbps
248 Mbps
246 Mbps
251 Mbps
249 Mbps
250 Mbps
246 Mbps
238 Mbps
242 Mbps
242 Mbps
250 Mbps
237 Mbps
249 Mbps
253 Mbps
246 Mbps
257 Mbps
249 Mbps
240 Mbps
238 Mbps
246 Mbps
242 Mbps
244 Mbps
264 Mbps
258 Mbps
247 Mbps
259 Mbps
255 Mbps
259 Mbps
253 Mbps
252 Mbps
251 Mbps
255 Mbps
247 Mbps
253 Mbps
250 Mbps
255 Mbps
245 Mbps
259 Mbps
256 Mbps
254 Mbps
255 Mbps
254 Mbps
255 Mbps
247 Mbps
256 Mbps
247 Mbps
259 Mbps
254 Mbps
246 Mbps
247 Mbps
258 Mbps
248 Mbps
259 Mbps
257 Mbps
244 Mbps
256 Mbps
254 Mbps
245 Mbps
247 Mbps
243 Mbps
261 Mbps
252 Mbps
250 Mbps
257 Mbps
254 Mbps
260 Mbps
252 Mbps
250 Mbps
251 Mbps
254 Mbps
249 Mbps
260 Mbps
256 Mbps
257 Mbps
256 Mbps
247 Mbps
247 Mbps
244 Mbps
252 Mbps
250 Mbps
253 Mbps
245 Mbps
255 Mbps
245 Mbps
246 Mbps
