299 Mbps
294 Mbps
297 Mbps
299 Mbps
295 Mbps
299 Mbps
298 Mbps
300 Mbps
295 Mbps
299 Mbps
298 Mbps
300 Mbps
294 Mbps
296 Mbps
296 Mbps
298 Mbps
291 Mbps
299 Mbps
299 Mbps
299 Mbps
300 Mbps
293 Mbps
299 Mbps
297 Mbps
298 Mbps
296 Mbps
300 Mbps
297 Mbps
297 Mbps
297 Mbps
303 Mbps
296 Mbps
298 Mbps
296 Mbps
296 Mbps
301 Mbps
296 Mbps
299 Mbps
295 Mbps
298 Mbps
299 Mbps
294 Mbps
295 Mbps
296 Mbps
296 Mbps
296 Mbps
296 Mbps
302 Mbps
295 Mbps
300 Mbps
299 Mbps
297 Mbps
299 Mbps
296 Mbps
301 Mbps
296 Mbps
302 Mbps
296 Mbps
297 Mbps
295 Mbps
294 Mbps
297 Mbps
296 Mbps
299 Mbps
297 Mbps
297 Mbps
300 Mbps
296 Mbps
299 Mbps
296 Mbps
298 Mbps
296 Mbps
300 Mbps
297 Mbps
300 Mbps
292 Mbps
296 Mbps
299 Mbps
296 Mbps
299 Mbps
296 Mbps
296 Mbps
303 Mbps
296 Mbps
297 Mbps
301 Mbps
292 Mbps
294 Mbps
293 Mbps
295 Mbps
293 Mbps
296 Mbps
298 Mbps
298 Mbps
295 Mbps
293 Mbps
299 Mbps
293 Mbps
299 Mbps
290 Mbps
