64 221.19 8.51903163511
128 453.94 11.7871285732
256 817.58 40.6049701391
512 897.62 39.0127620145
768 915.49 39.6944567918
1024 938.41 39.2397999485
1280 932.27 39.5726812334
1408 944.72 37.2266248806
1664 950.64 36.8096509084
2048 950.56 36.6276725987
3072 965.94 34.8283849755
4096 965.01 34.7728327865
